plot,cell_id,taskset_id,variant,relation,x,y,outcome
envelope_search_cost,772a2c2f84ab12d492ff5f9176333c880f381bffd65215d6667fdad446897125,v93-5b7dce0b03-t00000-2292118c3dc7,CW_D,,1/5,185,COMPLETED
variant_certification,d0e0464ce63c9120e5a53941d79cb1b73e8844f3a0148b447b3f9919f2b633fd,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_D,,1/5,1,COMPLETED
variant_runtime,d0e0464ce63c9120e5a53941d79cb1b73e8844f3a0148b447b3f9919f2b633fd,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_D,,1/5,0.939086917,COMPLETED
first_failed_priority,d0e0464ce63c9120e5a53941d79cb1b73e8844f3a0148b447b3f9919f2b633fd,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_D,,1/5,,COMPLETED
envelope_search_cost,d0e0464ce63c9120e5a53941d79cb1b73e8844f3a0148b447b3f9919f2b633fd,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_D,,1/5,205,COMPLETED
variant_certification,d0e0464ce63c9120e5a53941d79cb1b73e8844f3a0148b447b3f9919f2b633fd,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_THETA_CW,,1/5,1,COMPLETED
variant_runtime,d0e0464ce63c9120e5a53941d79cb1b73e8844f3a0148b447b3f9919f2b633fd,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_THETA_CW,,1/5,0.661420979,COMPLETED
first_failed_priority,d0e0464ce63c9120e5a53941d79cb1b73e8844f3a0148b447b3f9919f2b633fd,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_THETA_CW,,1/5,,COMPLETED
envelope_search_cost,d0e0464ce63c9120e5a53941d79cb1b73e8844f3a0148b447b3f9919f2b633fd,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_THETA_CW,,1/5,151,COMPLETED
variant_certification,772a2c2f84ab12d492ff5f9176333c880f381bffd65215d6667fdad446897125,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_THETA_CW,,1/5,1,COMPLETED
variant_runtime,772a2c2f84ab12d492ff5f9176333c880f381bffd65215d6667fdad446897125,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_THETA_CW,,1/5,0.678870346,COMPLETED
first_failed_priority,772a2c2f84ab12d492ff5f9176333c880f381bffd65215d6667fdad446897125,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_THETA_CW,,1/5,,COMPLETED
envelope_search_cost,772a2c2f84ab12d492ff5f9176333c880f381bffd65215d6667fdad446897125,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_THETA_CW,,1/5,131,COMPLETED
variant_certification,772a2c2f84ab12d492ff5f9176333c880f381bffd65215d6667fdad446897125,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_D,,1/5,1,COMPLETED
variant_runtime,772a2c2f84ab12d492ff5f9176333c880f381bffd65215d6667fdad446897125,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_D,,1/5,0.918490078,COMPLETED
first_failed_priority,772a2c2f84ab12d492ff5f9176333c880f381bffd65215d6667fdad446897125,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_D,,1/5,,COMPLETED
envelope_search_cost,772a2c2f84ab12d492ff5f9176333c880f381bffd65215d6667fdad446897125,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_D,,1/5,185,COMPLETED
variant_certification,d0e0464ce63c9120e5a53941d79cb1b73e8844f3a0148b447b3f9919f2b633fd,v93-5b7dce0b03-t00000-2292118c3dc7,CW_D,,1/5,1,COMPLETED
variant_runtime,d0e0464ce63c9120e5a53941d79cb1b73e8844f3a0148b447b3f9919f2b633fd,v93-5b7dce0b03-t00000-2292118c3dc7,CW_D,,1/5,0.973346339,COMPLETED
first_failed_priority,d0e0464ce63c9120e5a53941d79cb1b73e8844f3a0148b447b3f9919f2b633fd,v93-5b7dce0b03-t00000-2292118c3dc7,CW_D,,1/5,,COMPLETED
envelope_search_cost,d0e0464ce63c9120e5a53941d79cb1b73e8844f3a0148b447b3f9919f2b633fd,v93-5b7dce0b03-t00000-2292118c3dc7,CW_D,,1/5,205,COMPLETED
variant_certification,772a2c2f84ab12d492ff5f9176333c880f381bffd65215d6667fdad446897125,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_THETA_LOC,,1/5,1,COMPLETED
variant_runtime,772a2c2f84ab12d492ff5f9176333c880f381bffd65215d6667fdad446897125,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_THETA_LOC,,1/5,0.717652443,COMPLETED
first_failed_priority,772a2c2f84ab12d492ff5f9176333c880f381bffd65215d6667fdad446897125,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_THETA_LOC,,1/5,,COMPLETED
envelope_search_cost,772a2c2f84ab12d492ff5f9176333c880f381bffd65215d6667fdad446897125,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_THETA_LOC,,1/5,131,COMPLETED
variant_certification,d0e0464ce63c9120e5a53941d79cb1b73e8844f3a0148b447b3f9919f2b633fd,v93-5b7dce0b03-t00000-2292118c3dc7,CW_THETA_CW,,1/5,1,COMPLETED
variant_runtime,d0e0464ce63c9120e5a53941d79cb1b73e8844f3a0148b447b3f9919f2b633fd,v93-5b7dce0b03-t00000-2292118c3dc7,CW_THETA_CW,,1/5,0.659878675,COMPLETED
first_failed_priority,d0e0464ce63c9120e5a53941d79cb1b73e8844f3a0148b447b3f9919f2b633fd,v93-5b7dce0b03-t00000-2292118c3dc7,CW_THETA_CW,,1/5,,COMPLETED
envelope_search_cost,d0e0464ce63c9120e5a53941d79cb1b73e8844f3a0148b447b3f9919f2b633fd,v93-5b7dce0b03-t00000-2292118c3dc7,CW_THETA_CW,,1/5,151,COMPLETED
ablation,772a2c2f84ab12d492ff5f9176333c880f381bffd65215d6667fdad446897125,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_D,LOC_D_VS_CW_D,0,0,EQUAL
ablation,772a2c2f84ab12d492ff5f9176333c880f381bffd65215d6667fdad446897125,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_D,LOC_D_VS_CW_D,1,0,EQUAL
ablation,772a2c2f84ab12d492ff5f9176333c880f381bffd65215d6667fdad446897125,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_D,LOC_D_VS_CW_D,2,0,EQUAL
ablation,772a2c2f84ab12d492ff5f9176333c880f381bffd65215d6667fdad446897125,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_D,LOC_D_VS_CW_D,3,0,EQUAL
ablation,772a2c2f84ab12d492ff5f9176333c880f381bffd65215d6667fdad446897125,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_D,LOC_D_VS_CW_D,4,0,EQUAL
ablation,772a2c2f84ab12d492ff5f9176333c880f381bffd65215d6667fdad446897125,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_D,LOC_D_VS_CW_D,5,0,EQUAL
ablation,772a2c2f84ab12d492ff5f9176333c880f381bffd65215d6667fdad446897125,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_D,LOC_D_VS_CW_D,6,0,EQUAL
ablation,772a2c2f84ab12d492ff5f9176333c880f381bffd65215d6667fdad446897125,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_D,LOC_D_VS_CW_D,7,0,EQUAL
ablation,772a2c2f84ab12d492ff5f9176333c880f381bffd65215d6667fdad446897125,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_D,LOC_D_VS_CW_D,8,0,EQUAL
ablation,772a2c2f84ab12d492ff5f9176333c880f381bffd65215d6667fdad446897125,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_D,LOC_D_VS_CW_D,9,0,EQUAL
ablation,d0e0464ce63c9120e5a53941d79cb1b73e8844f3a0148b447b3f9919f2b633fd,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_D,LOC_D_VS_CW_D,0,0,EQUAL
ablation,d0e0464ce63c9120e5a53941d79cb1b73e8844f3a0148b447b3f9919f2b633fd,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_D,LOC_D_VS_CW_D,1,0,EQUAL
ablation,d0e0464ce63c9120e5a53941d79cb1b73e8844f3a0148b447b3f9919f2b633fd,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_D,LOC_D_VS_CW_D,2,0,EQUAL
ablation,d0e0464ce63c9120e5a53941d79cb1b73e8844f3a0148b447b3f9919f2b633fd,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_D,LOC_D_VS_CW_D,3,0,EQUAL
ablation,d0e0464ce63c9120e5a53941d79cb1b73e8844f3a0148b447b3f9919f2b633fd,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_D,LOC_D_VS_CW_D,4,0,EQUAL
ablation,d0e0464ce63c9120e5a53941d79cb1b73e8844f3a0148b447b3f9919f2b633fd,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_D,LOC_D_VS_CW_D,5,0,EQUAL
ablation,d0e0464ce63c9120e5a53941d79cb1b73e8844f3a0148b447b3f9919f2b633fd,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_D,LOC_D_VS_CW_D,6,0,EQUAL
ablation,d0e0464ce63c9120e5a53941d79cb1b73e8844f3a0148b447b3f9919f2b633fd,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_D,LOC_D_VS_CW_D,7,0,EQUAL
ablation,d0e0464ce63c9120e5a53941d79cb1b73e8844f3a0148b447b3f9919f2b633fd,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_D,LOC_D_VS_CW_D,8,0,EQUAL
ablation,d0e0464ce63c9120e5a53941d79cb1b73e8844f3a0148b447b3f9919f2b633fd,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_D,LOC_D_VS_CW_D,9,0,EQUAL
ablation,772a2c2f84ab12d492ff5f9176333c880f381bffd65215d6667fdad446897125,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_THETA_CW,LOC_THETA_CW_VS_CW_THETA_CW,0,0,EQUAL
ablation,772a2c2f84ab12d492ff5f9176333c880f381bffd65215d6667fdad446897125,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_THETA_CW,LOC_THETA_CW_VS_CW_THETA_CW,1,0,EQUAL
ablation,772a2c2f84ab12d492ff5f9176333c880f381bffd65215d6667fdad446897125,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_THETA_CW,LOC_THETA_CW_VS_CW_THETA_CW,2,0,EQUAL
ablation,772a2c2f84ab12d492ff5f9176333c880f381bffd65215d6667fdad446897125,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_THETA_CW,LOC_THETA_CW_VS_CW_THETA_CW,3,0,EQUAL
ablation,772a2c2f84ab12d492ff5f9176333c880f381bffd65215d6667fdad446897125,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_THETA_CW,LOC_THETA_CW_VS_CW_THETA_CW,4,0,EQUAL
ablation,772a2c2f84ab12d492ff5f9176333c880f381bffd65215d6667fdad446897125,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_THETA_CW,LOC_THETA_CW_VS_CW_THETA_CW,5,0,EQUAL
ablation,772a2c2f84ab12d492ff5f9176333c880f381bffd65215d6667fdad446897125,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_THETA_CW,LOC_THETA_CW_VS_CW_THETA_CW,6,0,EQUAL
ablation,772a2c2f84ab12d492ff5f9176333c880f381bffd65215d6667fdad446897125,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_THETA_CW,LOC_THETA_CW_VS_CW_THETA_CW,7,0,EQUAL
ablation,772a2c2f84ab12d492ff5f9176333c880f381bffd65215d6667fdad446897125,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_THETA_CW,LOC_THETA_CW_VS_CW_THETA_CW,8,0,EQUAL
ablation,772a2c2f84ab12d492ff5f9176333c880f381bffd65215d6667fdad446897125,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_THETA_CW,LOC_THETA_CW_VS_CW_THETA_CW,9,0,EQUAL
ablation,d0e0464ce63c9120e5a53941d79cb1b73e8844f3a0148b447b3f9919f2b633fd,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_THETA_CW,LOC_THETA_CW_VS_CW_THETA_CW,0,0,EQUAL
ablation,d0e0464ce63c9120e5a53941d79cb1b73e8844f3a0148b447b3f9919f2b633fd,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_THETA_CW,LOC_THETA_CW_VS_CW_THETA_CW,1,0,EQUAL
ablation,d0e0464ce63c9120e5a53941d79cb1b73e8844f3a0148b447b3f9919f2b633fd,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_THETA_CW,LOC_THETA_CW_VS_CW_THETA_CW,2,0,EQUAL
ablation,d0e0464ce63c9120e5a53941d79cb1b73e8844f3a0148b447b3f9919f2b633fd,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_THETA_CW,LOC_THETA_CW_VS_CW_THETA_CW,3,0,EQUAL
ablation,d0e0464ce63c9120e5a53941d79cb1b73e8844f3a0148b447b3f9919f2b633fd,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_THETA_CW,LOC_THETA_CW_VS_CW_THETA_CW,4,0,EQUAL
ablation,d0e0464ce63c9120e5a53941d79cb1b73e8844f3a0148b447b3f9919f2b633fd,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_THETA_CW,LOC_THETA_CW_VS_CW_THETA_CW,5,0,EQUAL
ablation,d0e0464ce63c9120e5a53941d79cb1b73e8844f3a0148b447b3f9919f2b633fd,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_THETA_CW,LOC_THETA_CW_VS_CW_THETA_CW,6,0,EQUAL
ablation,d0e0464ce63c9120e5a53941d79cb1b73e8844f3a0148b447b3f9919f2b633fd,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_THETA_CW,LOC_THETA_CW_VS_CW_THETA_CW,7,0,EQUAL
ablation,d0e0464ce63c9120e5a53941d79cb1b73e8844f3a0148b447b3f9919f2b633fd,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_THETA_CW,LOC_THETA_CW_VS_CW_THETA_CW,8,0,EQUAL
ablation,d0e0464ce63c9120e5a53941d79cb1b73e8844f3a0148b447b3f9919f2b633fd,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_THETA_CW,LOC_THETA_CW_VS_CW_THETA_CW,9,0,EQUAL
ablation,772a2c2f84ab12d492ff5f9176333c880f381bffd65215d6667fdad446897125,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_THETA_LOC,LOC_THETA_LOC_VS_CW_THETA_CW,0,0,EQUAL
ablation,772a2c2f84ab12d492ff5f9176333c880f381bffd65215d6667fdad446897125,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_THETA_LOC,LOC_THETA_LOC_VS_CW_THETA_CW,1,0,EQUAL
ablation,772a2c2f84ab12d492ff5f9176333c880f381bffd65215d6667fdad446897125,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_THETA_LOC,LOC_THETA_LOC_VS_CW_THETA_CW,2,0,EQUAL
ablation,772a2c2f84ab12d492ff5f9176333c880f381bffd65215d6667fdad446897125,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_THETA_LOC,LOC_THETA_LOC_VS_CW_THETA_CW,3,0,EQUAL
ablation,772a2c2f84ab12d492ff5f9176333c880f381bffd65215d6667fdad446897125,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_THETA_LOC,LOC_THETA_LOC_VS_CW_THETA_CW,4,0,EQUAL
ablation,772a2c2f84ab12d492ff5f9176333c880f381bffd65215d6667fdad446897125,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_THETA_LOC,LOC_THETA_LOC_VS_CW_THETA_CW,5,0,EQUAL
ablation,772a2c2f84ab12d492ff5f9176333c880f381bffd65215d6667fdad446897125,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_THETA_LOC,LOC_THETA_LOC_VS_CW_THETA_CW,6,0,EQUAL
ablation,772a2c2f84ab12d492ff5f9176333c880f381bffd65215d6667fdad446897125,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_THETA_LOC,LOC_THETA_LOC_VS_CW_THETA_CW,7,0,EQUAL
ablation,772a2c2f84ab12d492ff5f9176333c880f381bffd65215d6667fdad446897125,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_THETA_LOC,LOC_THETA_LOC_VS_CW_THETA_CW,8,0,EQUAL
ablation,772a2c2f84ab12d492ff5f9176333c880f381bffd65215d6667fdad446897125,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_THETA_LOC,LOC_THETA_LOC_VS_CW_THETA_CW,9,0,EQUAL
ablation,d0e0464ce63c9120e5a53941d79cb1b73e8844f3a0148b447b3f9919f2b633fd,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_THETA_LOC,LOC_THETA_LOC_VS_CW_THETA_CW,0,0,EQUAL
ablation,d0e0464ce63c9120e5a53941d79cb1b73e8844f3a0148b447b3f9919f2b633fd,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_THETA_LOC,LOC_THETA_LOC_VS_CW_THETA_CW,1,0,EQUAL
ablation,d0e0464ce63c9120e5a53941d79cb1b73e8844f3a0148b447b3f9919f2b633fd,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_THETA_LOC,LOC_THETA_LOC_VS_CW_THETA_CW,2,0,EQUAL
ablation,d0e0464ce63c9120e5a53941d79cb1b73e8844f3a0148b447b3f9919f2b633fd,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_THETA_LOC,LOC_THETA_LOC_VS_CW_THETA_CW,3,0,EQUAL
ablation,d0e0464ce63c9120e5a53941d79cb1b73e8844f3a0148b447b3f9919f2b633fd,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_THETA_LOC,LOC_THETA_LOC_VS_CW_THETA_CW,4,0,EQUAL
ablation,d0e0464ce63c9120e5a53941d79cb1b73e8844f3a0148b447b3f9919f2b633fd,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_THETA_LOC,LOC_THETA_LOC_VS_CW_THETA_CW,5,0,EQUAL
ablation,d0e0464ce63c9120e5a53941d79cb1b73e8844f3a0148b447b3f9919f2b633fd,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_THETA_LOC,LOC_THETA_LOC_VS_CW_THETA_CW,6,0,EQUAL
ablation,d0e0464ce63c9120e5a53941d79cb1b73e8844f3a0148b447b3f9919f2b633fd,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_THETA_LOC,LOC_THETA_LOC_VS_CW_THETA_CW,7,0,EQUAL
ablation,d0e0464ce63c9120e5a53941d79cb1b73e8844f3a0148b447b3f9919f2b633fd,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_THETA_LOC,LOC_THETA_LOC_VS_CW_THETA_CW,8,0,EQUAL
ablation,d0e0464ce63c9120e5a53941d79cb1b73e8844f3a0148b447b3f9919f2b633fd,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_THETA_LOC,LOC_THETA_LOC_VS_CW_THETA_CW,9,0,EQUAL
ablation,772a2c2f84ab12d492ff5f9176333c880f381bffd65215d6667fdad446897125,v93-5b7dce0b03-t00000-2292118c3dc7,CW_THETA_CW,CW_THETA_CW_VS_CW_D,0,0,EQUAL
ablation,772a2c2f84ab12d492ff5f9176333c880f381bffd65215d6667fdad446897125,v93-5b7dce0b03-t00000-2292118c3dc7,CW_THETA_CW,CW_THETA_CW_VS_CW_D,1,0,EQUAL
ablation,772a2c2f84ab12d492ff5f9176333c880f381bffd65215d6667fdad446897125,v93-5b7dce0b03-t00000-2292118c3dc7,CW_THETA_CW,CW_THETA_CW_VS_CW_D,2,0,EQUAL
ablation,772a2c2f84ab12d492ff5f9176333c880f381bffd65215d6667fdad446897125,v93-5b7dce0b03-t00000-2292118c3dc7,CW_THETA_CW,CW_THETA_CW_VS_CW_D,3,0,EQUAL
ablation,772a2c2f84ab12d492ff5f9176333c880f381bffd65215d6667fdad446897125,v93-5b7dce0b03-t00000-2292118c3dc7,CW_THETA_CW,CW_THETA_CW_VS_CW_D,4,2,TIGHTER
ablation,772a2c2f84ab12d492ff5f9176333c880f381bffd65215d6667fdad446897125,v93-5b7dce0b03-t00000-2292118c3dc7,CW_THETA_CW,CW_THETA_CW_VS_CW_D,5,5,TIGHTER
ablation,772a2c2f84ab12d492ff5f9176333c880f381bffd65215d6667fdad446897125,v93-5b7dce0b03-t00000-2292118c3dc7,CW_THETA_CW,CW_THETA_CW_VS_CW_D,6,9,TIGHTER
ablation,772a2c2f84ab12d492ff5f9176333c880f381bffd65215d6667fdad446897125,v93-5b7dce0b03-t00000-2292118c3dc7,CW_THETA_CW,CW_THETA_CW_VS_CW_D,7,12,TIGHTER
ablation,772a2c2f84ab12d492ff5f9176333c880f381bffd65215d6667fdad446897125,v93-5b7dce0b03-t00000-2292118c3dc7,CW_THETA_CW,CW_THETA_CW_VS_CW_D,8,12,TIGHTER
ablation,772a2c2f84ab12d492ff5f9176333c880f381bffd65215d6667fdad446897125,v93-5b7dce0b03-t00000-2292118c3dc7,CW_THETA_CW,CW_THETA_CW_VS_CW_D,9,14,TIGHTER
ablation,d0e0464ce63c9120e5a53941d79cb1b73e8844f3a0148b447b3f9919f2b633fd,v93-5b7dce0b03-t00000-2292118c3dc7,CW_THETA_CW,CW_THETA_CW_VS_CW_D,0,0,EQUAL
ablation,d0e0464ce63c9120e5a53941d79cb1b73e8844f3a0148b447b3f9919f2b633fd,v93-5b7dce0b03-t00000-2292118c3dc7,CW_THETA_CW,CW_THETA_CW_VS_CW_D,1,0,EQUAL
ablation,d0e0464ce63c9120e5a53941d79cb1b73e8844f3a0148b447b3f9919f2b633fd,v93-5b7dce0b03-t00000-2292118c3dc7,CW_THETA_CW,CW_THETA_CW_VS_CW_D,2,0,EQUAL
ablation,d0e0464ce63c9120e5a53941d79cb1b73e8844f3a0148b447b3f9919f2b633fd,v93-5b7dce0b03-t00000-2292118c3dc7,CW_THETA_CW,CW_THETA_CW_VS_CW_D,3,0,EQUAL
ablation,d0e0464ce63c9120e5a53941d79cb1b73e8844f3a0148b447b3f9919f2b633fd,v93-5b7dce0b03-t00000-2292118c3dc7,CW_THETA_CW,CW_THETA_CW_VS_CW_D,4,2,TIGHTER
ablation,d0e0464ce63c9120e5a53941d79cb1b73e8844f3a0148b447b3f9919f2b633fd,v93-5b7dce0b03-t00000-2292118c3dc7,CW_THETA_CW,CW_THETA_CW_VS_CW_D,5,5,TIGHTER
ablation,d0e0464ce63c9120e5a53941d79cb1b73e8844f3a0148b447b3f9919f2b633fd,v93-5b7dce0b03-t00000-2292118c3dc7,CW_THETA_CW,CW_THETA_CW_VS_CW_D,6,9,TIGHTER
ablation,d0e0464ce63c9120e5a53941d79cb1b73e8844f3a0148b447b3f9919f2b633fd,v93-5b7dce0b03-t00000-2292118c3dc7,CW_THETA_CW,CW_THETA_CW_VS_CW_D,7,12,TIGHTER
ablation,d0e0464ce63c9120e5a53941d79cb1b73e8844f3a0148b447b3f9919f2b633fd,v93-5b7dce0b03-t00000-2292118c3dc7,CW_THETA_CW,CW_THETA_CW_VS_CW_D,8,12,TIGHTER
ablation,d0e0464ce63c9120e5a53941d79cb1b73e8844f3a0148b447b3f9919f2b633fd,v93-5b7dce0b03-t00000-2292118c3dc7,CW_THETA_CW,CW_THETA_CW_VS_CW_D,9,14,TIGHTER
ablation,772a2c2f84ab12d492ff5f9176333c880f381bffd65215d6667fdad446897125,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_THETA_LOC,LOC_THETA_LOC_VS_LOC_D,0,0,EQUAL
ablation,772a2c2f84ab12d492ff5f9176333c880f381bffd65215d6667fdad446897125,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_THETA_LOC,LOC_THETA_LOC_VS_LOC_D,1,0,EQUAL
ablation,772a2c2f84ab12d492ff5f9176333c880f381bffd65215d6667fdad446897125,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_THETA_LOC,LOC_THETA_LOC_VS_LOC_D,2,0,EQUAL
ablation,772a2c2f84ab12d492ff5f9176333c880f381bffd65215d6667fdad446897125,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_THETA_LOC,LOC_THETA_LOC_VS_LOC_D,3,0,EQUAL
ablation,772a2c2f84ab12d492ff5f9176333c880f381bffd65215d6667fdad446897125,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_THETA_LOC,LOC_THETA_LOC_VS_LOC_D,4,2,TIGHTER
ablation,772a2c2f84ab12d492ff5f9176333c880f381bffd65215d6667fdad446897125,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_THETA_LOC,LOC_THETA_LOC_VS_LOC_D,5,5,TIGHTER
ablation,772a2c2f84ab12d492ff5f9176333c880f381bffd65215d6667fdad446897125,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_THETA_LOC,LOC_THETA_LOC_VS_LOC_D,6,9,TIGHTER
ablation,772a2c2f84ab12d492ff5f9176333c880f381bffd65215d6667fdad446897125,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_THETA_LOC,LOC_THETA_LOC_VS_LOC_D,7,12,TIGHTER
ablation,772a2c2f84ab12d492ff5f9176333c880f381bffd65215d6667fdad446897125,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_THETA_LOC,LOC_THETA_LOC_VS_LOC_D,8,12,TIGHTER
ablation,772a2c2f84ab12d492ff5f9176333c880f381bffd65215d6667fdad446897125,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_THETA_LOC,LOC_THETA_LOC_VS_LOC_D,9,14,TIGHTER
