plot,cell_id,taskset_id,utilization,exact_e0,variant,x,y,outcome
response_reduction_distribution,4d3e657273d609d880d180fe41751e2dffcf981b498ee04f4e30ec89449ee193,v93-5b7dce0b03-t00000-2292118c3dc7,,0,LOC_THETA_LOC,0,1,EQUAL
loc_vs_cw_scatter,4d3e657273d609d880d180fe41751e2dffcf981b498ee04f4e30ec89449ee193,v93-5b7dce0b03-t00000-2292118c3dc7,,0,LOC_THETA_LOC,10,10,EQUAL
response_reduction_distribution,4d3e657273d609d880d180fe41751e2dffcf981b498ee04f4e30ec89449ee193,v93-5b7dce0b03-t00000-2292118c3dc7,,0,LOC_THETA_LOC,0,1,EQUAL
loc_vs_cw_scatter,4d3e657273d609d880d180fe41751e2dffcf981b498ee04f4e30ec89449ee193,v93-5b7dce0b03-t00000-2292118c3dc7,,0,LOC_THETA_LOC,10,10,EQUAL
response_reduction_distribution,4d3e657273d609d880d180fe41751e2dffcf981b498ee04f4e30ec89449ee193,v93-5b7dce0b03-t00000-2292118c3dc7,,0,LOC_THETA_LOC,0,1,EQUAL
loc_vs_cw_scatter,4d3e657273d609d880d180fe41751e2dffcf981b498ee04f4e30ec89449ee193,v93-5b7dce0b03-t00000-2292118c3dc7,,0,LOC_THETA_LOC,9,9,EQUAL
response_reduction_distribution,4d3e657273d609d880d180fe41751e2dffcf981b498ee04f4e30ec89449ee193,v93-5b7dce0b03-t00000-2292118c3dc7,,0,LOC_THETA_LOC,0,1,EQUAL
loc_vs_cw_scatter,4d3e657273d609d880d180fe41751e2dffcf981b498ee04f4e30ec89449ee193,v93-5b7dce0b03-t00000-2292118c3dc7,,0,LOC_THETA_LOC,12,12,EQUAL
response_reduction_distribution,4d3e657273d609d880d180fe41751e2dffcf981b498ee04f4e30ec89449ee193,v93-5b7dce0b03-t00000-2292118c3dc7,,0,LOC_THETA_LOC,0,1,EQUAL
loc_vs_cw_scatter,4d3e657273d609d880d180fe41751e2dffcf981b498ee04f4e30ec89449ee193,v93-5b7dce0b03-t00000-2292118c3dc7,,0,LOC_THETA_LOC,31,31,EQUAL
response_reduction_distribution,4d3e657273d609d880d180fe41751e2dffcf981b498ee04f4e30ec89449ee193,v93-5b7dce0b03-t00000-2292118c3dc7,,0,LOC_THETA_LOC,0,1,EQUAL
loc_vs_cw_scatter,4d3e657273d609d880d180fe41751e2dffcf981b498ee04f4e30ec89449ee193,v93-5b7dce0b03-t00000-2292118c3dc7,,0,LOC_THETA_LOC,13,13,EQUAL
response_reduction_distribution,4d3e657273d609d880d180fe41751e2dffcf981b498ee04f4e30ec89449ee193,v93-5b7dce0b03-t00000-2292118c3dc7,,0,LOC_THETA_LOC,0,1,EQUAL
loc_vs_cw_scatter,4d3e657273d609d880d180fe41751e2dffcf981b498ee04f4e30ec89449ee193,v93-5b7dce0b03-t00000-2292118c3dc7,,0,LOC_THETA_LOC,18,18,EQUAL
response_reduction_distribution,4d3e657273d609d880d180fe41751e2dffcf981b498ee04f4e30ec89449ee193,v93-5b7dce0b03-t00000-2292118c3dc7,,0,LOC_THETA_LOC,0,1,EQUAL
loc_vs_cw_scatter,4d3e657273d609d880d180fe41751e2dffcf981b498ee04f4e30ec89449ee193,v93-5b7dce0b03-t00000-2292118c3dc7,,0,LOC_THETA_LOC,31,31,EQUAL
response_reduction_distribution,4d3e657273d609d880d180fe41751e2dffcf981b498ee04f4e30ec89449ee193,v93-5b7dce0b03-t00000-2292118c3dc7,,0,LOC_THETA_LOC,0,1,EQUAL
loc_vs_cw_scatter,afb38e61fb72bfeaa141a315b83f1c0cc9bf50ac4c8d3565f010c16b3de4cb8f,v93-5b7dce0b03-t00000-2292118c3dc7,,1,LOC_THETA_LOC,3,3,EQUAL
response_reduction_distribution,afb38e61fb72bfeaa141a315b83f1c0cc9bf50ac4c8d3565f010c16b3de4cb8f,v93-5b7dce0b03-t00000-2292118c3dc7,,1,LOC_THETA_LOC,0,1,EQUAL
loc_vs_cw_scatter,afb38e61fb72bfeaa141a315b83f1c0cc9bf50ac4c8d3565f010c16b3de4cb8f,v93-5b7dce0b03-t00000-2292118c3dc7,,1,LOC_THETA_LOC,2,2,EQUAL
response_reduction_distribution,afb38e61fb72bfeaa141a315b83f1c0cc9bf50ac4c8d3565f010c16b3de4cb8f,v93-5b7dce0b03-t00000-2292118c3dc7,,1,LOC_THETA_LOC,0,1,EQUAL
loc_vs_cw_scatter,afb38e61fb72bfeaa141a315b83f1c0cc9bf50ac4c8d3565f010c16b3de4cb8f,v93-5b7dce0b03-t00000-2292118c3dc7,,1,LOC_THETA_LOC,9,9,EQUAL
response_reduction_distribution,afb38e61fb72bfeaa141a315b83f1c0cc9bf50ac4c8d3565f010c16b3de4cb8f,v93-5b7dce0b03-t00000-2292118c3dc7,,1,LOC_THETA_LOC,0,1,EQUAL
loc_vs_cw_scatter,afb38e61fb72bfeaa141a315b83f1c0cc9bf50ac4c8d3565f010c16b3de4cb8f,v93-5b7dce0b03-t00000-2292118c3dc7,,1,LOC_THETA_LOC,9,9,EQUAL
response_reduction_distribution,afb38e61fb72bfeaa141a315b83f1c0cc9bf50ac4c8d3565f010c16b3de4cb8f,v93-5b7dce0b03-t00000-2292118c3dc7,,1,LOC_THETA_LOC,0,1,EQUAL
loc_vs_cw_scatter,afb38e61fb72bfeaa141a315b83f1c0cc9bf50ac4c8d3565f010c16b3de4cb8f,v93-5b7dce0b03-t00000-2292118c3dc7,,1,LOC_THETA_LOC,8,8,EQUAL
response_reduction_distribution,afb38e61fb72bfeaa141a315b83f1c0cc9bf50ac4c8d3565f010c16b3de4cb8f,v93-5b7dce0b03-t00000-2292118c3dc7,,1,LOC_THETA_LOC,0,1,EQUAL
loc_vs_cw_scatter,afb38e61fb72bfeaa141a315b83f1c0cc9bf50ac4c8d3565f010c16b3de4cb8f,v93-5b7dce0b03-t00000-2292118c3dc7,,1,LOC_THETA_LOC,11,11,EQUAL
response_reduction_distribution,afb38e61fb72bfeaa141a315b83f1c0cc9bf50ac4c8d3565f010c16b3de4cb8f,v93-5b7dce0b03-t00000-2292118c3dc7,,1,LOC_THETA_LOC,0,1,EQUAL
loc_vs_cw_scatter,afb38e61fb72bfeaa141a315b83f1c0cc9bf50ac4c8d3565f010c16b3de4cb8f,v93-5b7dce0b03-t00000-2292118c3dc7,,1,LOC_THETA_LOC,30,30,EQUAL
response_reduction_distribution,afb38e61fb72bfeaa141a315b83f1c0cc9bf50ac4c8d3565f010c16b3de4cb8f,v93-5b7dce0b03-t00000-2292118c3dc7,,1,LOC_THETA_LOC,0,1,EQUAL
loc_vs_cw_scatter,afb38e61fb72bfeaa141a315b83f1c0cc9bf50ac4c8d3565f010c16b3de4cb8f,v93-5b7dce0b03-t00000-2292118c3dc7,,1,LOC_THETA_LOC,12,12,EQUAL
response_reduction_distribution,afb38e61fb72bfeaa141a315b83f1c0cc9bf50ac4c8d3565f010c16b3de4cb8f,v93-5b7dce0b03-t00000-2292118c3dc7,,1,LOC_THETA_LOC,0,1,EQUAL
loc_vs_cw_scatter,afb38e61fb72bfeaa141a315b83f1c0cc9bf50ac4c8d3565f010c16b3de4cb8f,v93-5b7dce0b03-t00000-2292118c3dc7,,1,LOC_THETA_LOC,17,17,EQUAL
response_reduction_distribution,afb38e61fb72bfeaa141a315b83f1c0cc9bf50ac4c8d3565f010c16b3de4cb8f,v93-5b7dce0b03-t00000-2292118c3dc7,,1,LOC_THETA_LOC,0,1,EQUAL
loc_vs_cw_scatter,afb38e61fb72bfeaa141a315b83f1c0cc9bf50ac4c8d3565f010c16b3de4cb8f,v93-5b7dce0b03-t00000-2292118c3dc7,,1,LOC_THETA_LOC,30,30,EQUAL
response_reduction_distribution,afb38e61fb72bfeaa141a315b83f1c0cc9bf50ac4c8d3565f010c16b3de4cb8f,v93-5b7dce0b03-t00000-2292118c3dc7,,1,LOC_THETA_LOC,0,1,EQUAL
certification_outcome_matrix,4d3e657273d609d880d180fe41751e2dffcf981b498ee04f4e30ec89449ee193,v93-5b7dce0b03-t00000-2292118c3dc7,,0,LOC_THETA_LOC,1,1,11
certification_outcome_matrix,afb38e61fb72bfeaa141a315b83f1c0cc9bf50ac4c8d3565f010c16b3de4cb8f,v93-5b7dce0b03-t00000-2292118c3dc7,,1,LOC_THETA_LOC,1,1,11
